lParent;lType;lBy;lDate;lLogid;lOwnerid
GCJFDZ;Found it;tht1guy;2005-11-07;11260230;G267084
GCJFDZ;Found it;ivstix;2005-10-26;11029577;G283125
GCJFDZ;Found it;Deut31-8;2005-10-26;11026349;G362115
GCJFDZ;Found it;AMH209;2005-10-26;11025516;G265570
GCJFDZ;Found it;SwimFin;2005-06-10;8475559;G138886
GCJFDZ;Found it;JanS03;2005-03-23;7087296;G73036
GCJFDZ;Found it;roelsch;2005-03-05;6844120;G29948
GCJFDZ;Found it;Mean Gene;2005-03-05;6836446;G7108
GCJFDZ;Found it;mbckcannon;2005-03-03;6803114;G155211
GCJFDZ;Found it;The_Geeses;2005-02-27;6755992;G316598
GCJFDZ;Found it;The Cosmic GeoCampers;2005-02-20;6938963;G297103
GCJFDZ;Found it;Gubbielarson;2004-12-19;5936850;G233807
GCJFDZ;Found it;goshhawk;2004-11-22;5703552;G45784
GCJFDZ;Found it;Le-roy;2004-11-22;5703417;G88360
GCJFDZ;Found it;mefromoverhere;2004-11-14;5624522;G294967
GCJFDZ;Found it;HikerIL;2004-11-14;5617496;G276043
GCJFDZ;Didn't find it;HikerIL;2004-11-12;5595270;G276043
GCJFDZ;Found it;myotis;2004-11-09;5575269;G11234
GCJFDZ;Didn't find it;Geo Jim;2004-09-15;5013152;G119633
GCJFDZ;Found it;kiddylan;2004-09-11;5000534;G233850
GCJFDZ;Didn't find it;roelsch;2004-08-28;4811181;G29948
GCJFDZ;Write note;ChrisRoe;2004-07-26;4453684;G190634
GCJFDZ;Found it;HellFish;2004-07-22;4410145;G191960
GCJFDZ;Write note;metaldog;2004-07-16;4339278;G232145
GCJFDZ;Found it;BAJA Clan;2004-07-14;4327785;G159350
GCJFDZ;Found it;Axolotls;2004-06-29;4158789;G70126
GCJFDZ;Found it;HamGeeks;2004-06-04;3914822;G236964
GCJFDZ;Write note;ChrisRoe;2004-05-23;3795102;G190634
GCJYN7;Write note;triplecnp_cachers;2007-11-04;34949412;G1183293
GCJYN7;Found it;debnjoey;2007-11-03;34948822;G679433
GCJYN7;Found it;claytonsorensen;2007-11-03;34882802;G1328496
GCJYN7;Found it;Meow;2007-11-02;35082639;G765528
GCJYN7;Write note;herrforce1;2007-11-02;34853376;G700418
GCJYN7;Needs Maintenance;CHAOS!;2007-10-18;34166802;G457693
GCJYN7;Found it;Corndog5;2007-10-14;35899957;G1228513
GCJYN7;Found it;jeffcvw;2007-10-14;34128197;G1114862
GCJYN7;Found it;RnK2000;2007-10-14;34111127;G1231733
GCJYN7;Found it;jayro73;2007-10-12;34746123;G1108467
GCJYN7;Found it;dusty and kate;2007-10-12;33897038;G1288712
GCJYN7;Found it;Rick & Alana;2007-10-12;33879889;G94379
GCJYN7;Found it;knoopa;2007-10-10;33823319;G591136
GCJYN7;Found it;lisco69;2007-10-08;34004379;G1237662
GCJYN7;Write note;CIA_Guy;2007-10-07;33648742;G698143
GCJYN7;Found it;FyrWyf;2007-10-06;33801041;G950418
GCJYN7;Found it;PennyPacker;2007-10-03;33500402;G590717
GCJYN7;Found it;dj1974;2007-10-03;33495443;G1195537
GCJYN7;Write note;CHAOS!;2007-10-01;33412461;G457693
GCJYN7;Write note;GeoHedgehog;2007-10-01;33401448;G432303
GCJYN7;Found it;corey_reimer;2007-09-30;33326313;G1159150
GCJYN7;Write note;GeoHedgehog;2007-09-29;33281025;G432303
GCJYN7;Write note;JP Billy;2007-09-13;32557894;G534115
GCJYN7;Write note;beladi1;2007-09-12;33425026;G1080795
GCJYN7;Found it;Doughball;2007-09-12;32533869;G305256
GCJYN7;Found it;Vinpride;2007-09-11;32490029;G985648
GCJYN7;Found it;makalaunaa;2007-09-09;32402865;G1217575
GCJYN7;Found it;Edisto Patto;2007-09-04;32185885;G744358
GCJYN7;Found it;korstad;2007-09-03;32118607;G1189253
GCJYN7;Write note;libcrb3;2007-09-02;32146324;G190084
GCJYN7;Found it;Texican Space Cowboy;2007-09-01;32039332;G770186
GCJYN7;Found it;racer2814;2007-09-01;32001861;G744677
GCJYN7;Found it;DavidMac;2007-08-20;31636285;G90742
GCJYN7;Write note;L Frank;2007-08-18;31319409;G1017538
GCJYN7;Found it;Wheelinb;2007-08-18;31284160;G861923
GCJYN7;Found it;dawgdoc1;2007-08-11;30955290;G932564
GCJYN7;Write note;JP Billy;2007-08-06;30713299;G534115
GCJYN7;Found it;spy_kid;2007-08-06;30695843;G859814
GCJYN7;Write note;CIA_Guy;2007-08-06;30695778;G698143
GCJYN7;Found it;Apie;2007-08-05;30815468;G1070387
GCJYN7;Found it;redradjel;2007-08-02;30516627;G599779
GCJYN7;Found it;Li'l AL;2007-08-02;30512794;G192504
GCJYN7;Found it;SherpaRon;2007-08-02;30510828;G171860
GCJYN7;Write note;VT9A5CC;2007-07-29;30333999;G232822
GCJYN7;Found it;Kd9sr;2007-07-27;30328884;G1023304
GCJYN7;Found it;M/Cwing&Sunshine;2007-07-21;30003987;G107524
GCJYN7;Found it;GreenCachers;2007-07-17;29747365;G204740
GCJYN7;Found it;educacher22;2007-07-16;29697854;G1173660
GCJYN7;Found it;triplecnp_cachers;2007-07-15;29634381;G1183293
GCJYN7;Found it;Avi8tor & JAGuy;2007-07-13;29540182;G1110282
GCJYN7;Found it;napoleon&debb;2007-07-11;29458264;G954689
GCJYN7;Found it;wishing on a star;2007-07-09;29589720;G1027850
GCJYN7;Found it;beladi1;2007-07-08;29395092;G1080795
GCJYN7;Found it;rustyg;2007-07-07;29338587;G144822
GCJYN7;Found it;Spring1;2007-07-03;29120578;G600496
GCJYN7;Found it;Landesign;2007-07-01;28948377;G727719
GCJYN7;Found it;the girls and I;2007-06-30;29004657;G543987
GCJYN7;Found it;iangela;2007-06-29;28862115;G912305
GCJYN7;Found it;super_cacher;2007-06-27;28910427;G1005578
GCJYN7;Found it;MutherAndSun;2007-06-27;28797788;G944590
GCJYN7;Found it;red raider 15;2007-06-27;28786497;G968178
GCJYN7;Found it;NotLostYet;2007-06-24;28674975;G233284
GCJYN7;Found it;L Frank;2007-06-23;28602504;G1017538
GCJYN7;Write note;yawetag;2007-06-22;30572952;G1003256
GCJYN7;Found it;yawetag;2007-06-22;28650311;G1003256
GCJYN7;Found it;lobocs;2007-06-22;28560137;G920838
GCJYN7;Found it;Al & Mylea;2007-06-20;28489855;G424790
GCJYN7;Found it;BIGGUY7918;2007-06-17;28358998;G809052
GCJYN7;Found it;TOOALANE;2007-06-17;28358797;G725878
GCJYN7;Found it;Misstiff;2007-06-17;28358641;G731709
GCJYN7;Needs Maintenance;thunder+lightning;2007-05-06;26508921;G298572
GCJYN7;Didn't find it;cache_venturers;2007-04-29;26183039;G116217
GCJYN7;Write note;n1spx;2007-04-21;25858788;G171103
GCJYN7;Found it;Tooter153;2007-04-15;25997492;G773452
GCJYN7;Found it;cirrus142;2007-04-15;25648447;G690567
GCJYN7;Write note;CIA_Guy;2007-04-15;25645348;G698143
GCJYN7;Write note;CIA_Guy;2007-04-15;25620363;G698143
GCJYN7;Found it;Silver Beaver;2007-04-14;25702563;G1054126
GCJYN7;Found it;Eric K;2007-04-11;25445735;G61009
GCJYN7;Write note;herrforce1;2007-04-09;25416219;G700418
GCJYN7;Write note;CIA_Guy;2007-04-08;25300008;G698143
GCJYN7;Write note;Marpeg;2007-04-05;25134006;G882546
GCJYN7;Found it;Marpeg;2007-04-05;25133660;G882546
GCJYN7;Write note;MaxB on the River;2007-04-05;25116223;G132455
GCJYN7;Write note;herrforce1;2007-04-01;24986896;G700418
GCJYN7;Found it;Jersey Tigers;2007-03-27;24825285;G857371
GCJYN7;Found it;Nuwati;2007-03-23;25033673;G114877
GCJYN7;Found it;OzGuff;2007-03-23;24757096;G155595
GCJYN7;Found it;IowaBeaver;2007-03-23;24580054;G243133
GCJYN7;Found it;midtowngirl;2007-03-20;24506087;G931005
GCJYN7;Found it;viszladad;2007-03-12;24219967;G698796
GCJYN7;Write note;HellFish;2007-03-09;24067955;G191960
GCJYN7;Write note;wheetree;2007-03-05;23981836;G309011
GCJYN7;Found it;ibew ret;2007-02-22;23639284;G319683
GCJYN7;Found it;kc9gq1;2007-02-11;23289394;G933948
GCJYN7;Write note;herrforce1;2007-02-06;23180044;G700418
GCJYN7;Found it;limelight79;2007-02-04;23117367;G951941
GCJYN7;Write note;Deut31-8;2007-02-02;23038488;G362115
GCJYN7;Found it;Jhwk;2007-01-28;22923713;G298395
GCJYN7;Found it;dandaman79;2007-01-22;22755982;G716739
GCJYN7;Found it;Braddog;2007-01-13;22462765;G816297
GCJYN7;Needs Maintenance;midtowngirl;2007-01-12;22433203;G931005
GCJYN7;Found it;cds231;2007-01-05;22207609;G645750
GCJYN7;Write note;tajaam;2007-01-03;22162690;G288194
GCJYN7;Write note;Geo Aladin;2007-01-03;22162637;G321572
GCJYN7;Found it;herrforce1;2007-01-03;22154850;G700418
GCJYN7;Write note;Brawny Bear;2007-01-02;22118739;G84328
GCJYN7;Write note;VT9A5CC;2007-01-01;22125144;G232822
GCJYN7;Found it;Deputy Dog 13;2006-12-29;21973656;G481653
GCJYN7;Found it;Rock-6;2006-12-29;21929411;G364412
GCJYN7;Write note;CIA_Guy;2006-12-28;21882192;G698143
GCJYN7;Found it;Brawny Bear;2006-12-27;21944752;G84328
GCJYN7;Found it;WindChill;2006-12-27;21884653;G85631
GCJYN7;Found it;K-TEAM;2006-12-27;21851639;G30060
GCJYN7;Found it;2_cats;2006-12-27;21837081;G610181
GCJYN7;Found it;xbted;2006-12-22;21684762;G900765
GCJYN7;Found it;haisu;2006-12-15;21617608;G381070
GCJYN7;Write note;JP Billy;2006-12-10;21424451;G534115
GCJYN7;Write note;party-of-five;2006-11-28;21169611;G653549
GCJYN7;Found it;Doolittle;2006-11-26;23983988;G711893
GCJYN7;Write note;n1spx;2006-11-26;21539047;G171103
GCJYN7;Write note;CIA_Guy;2006-11-26;21124730;G698143
GCJYN7;Found it;n1spx;2006-11-26;21095644;G171103
GCJYN7;Found it;O-Mega;2006-11-21;20944074;G269120
GCJYN7;Write note;Deut31-8;2006-11-09;20611933;G362115
GCJYN7;Enable Listing;mbckcannon;2006-10-29;20346526;G155211
GCJYN7;Write note;Gerhardus;2006-10-20;20133933;G418856
GCJYN7;Write note;party-of-five;2006-10-16;19970825;G653549
GCJYN7;Temporarily Disable Listing;mbckcannon;2006-10-12;19848438;G155211
GCJYN7;Needs Maintenance;party-of-five;2006-10-12;19834768;G653549
GCJYN7;Found it;party-of-five;2006-10-12;19834700;G653549
GCJYN7;Found it;RoadTrip;2006-10-08;19745980;G201545
GCJYN7;Found it;Owassee;2006-10-07;19734264;G225465
GCJYN7;Found it;rydberg79;2006-10-05;19648074;G688729
GCJYN7;Write note;dandemclean;2006-09-30;19448976;G94530
GCJYN7;Found it;CIA_Guy;2006-09-29;19434624;G698143
GCJYN7;Found it;Ecce!;2006-09-23;19357751;G187977
GCJYN7;Found it;Sacagawea in KY;2006-09-23;19279743;G154800
GCJYN7;Found it;angrisam;2006-09-20;19179821;G827013
GCJYN7;Write note;wheetree;2006-09-09;18931729;G309011
GCJYN7;Found it;flatkatz;2006-09-09;18867811;G349821
GCJYN7;Found it;Pika Wants Cake;2006-09-09;18854408;G356972
GCJYN7;Found it;MT&MD;2006-09-04;18727324;G819083
GCJYN7;Found it;fireescape;2006-09-03;18637338;G197274
GCJYN7;Found it;Hartzell Pirates;2006-09-02;18596538;G150410
GCJYN7;Write note;JP Billy;2006-08-29;18504124;G534115
GCJYN7;Found it;bkwalker;2006-08-26;18400295;G758471
GCJYN7;Found it;beadle bug;2006-08-25;18342636;G421981
GCJYN7;Found it;Guitar Nutz & Jamz;2006-08-25;18342501;G144938
GCJYN7;Found it;hgpilot3;2006-08-13;17963729;G705976
GCJYN7;Write note;Gerhardus;2006-08-11;17896991;G418856
GCJYN7;Write note;MaxB on the River;2006-08-07;17801051;G132455
GCJYN7;Found it;team3168;2006-08-06;17772161;G582308
GCJYN7;Found it;dwilasnd;2006-08-06;17754574;G736037
GCJYN7;Found it;JBinthe615;2006-08-04;17678970;G330527
GCJYN7;Found it;blackjeep1989;2006-07-27;17440619;G692270
GCJYN7;Found it;Eagle1977;2006-07-27;17436999;G730154
GCJYN7;Write note;caching crew's folks;2006-07-22;17394657;G744370
GCJYN7;Found it;caching crew's folks;2006-07-22;17310562;G744370
GCJYN7;Found it;RAYJAY;2006-07-18;17204016;G50322
GCJYN7;Found it;Team DLADL;2006-07-17;17174496;G407553
GCJYN7;Found it;kurteckelman;2006-07-16;17174828;G685899
GCJYN7;Found it;Goren & Eames;2006-07-15;17227144;G743055
GCJYN7;Found it;dandemclean;2006-07-14;17075295;G94530
GCJYN7;Found it;LarryBud;2006-07-10;17004791;G272298
GCJYN7;Found it;cgeek;2006-07-04;16779669;G639660
GCJYN7;Found it;The Caching Crew;2006-06-29;16631382;G577718
GCJYN7;Write note;Wadcutter;2006-06-25;16545440;G51976
GCJYN7;Found it;Wadcutter;2006-06-25;16545063;G51976
GCJYN7;Found it;Nolehawks;2006-06-22;18259314;G799683
GCJYN7;Found it;Whatta Team;2006-06-22;16443077;G705840
GCJYN7;Found it;Potato Finder;2006-06-08;16201542;G330685
GCJYN7;Found it;Squeetex;2006-06-05;15989255;G581496
GCJYN7;Write note;wheetree;2006-06-02;15889365;G309011
GCJYN7;Found it;YoungBlood85;2006-06-02;15873746;G573909
GCJYN7;Write note;BandDad;2006-05-26;15641277;G255700
GCJYN7;Found it;Beadwrkr;2006-05-19;15460276;G271650
GCJYN7;Found it;DGeo;2006-05-18;15441127;G411983
GCJYN7;Write note;dadoo2;2006-05-17;15418015;G398158
GCJYN7;Found it;dadoo2;2006-05-17;15417996;G398158
GCJYN7;Write note;tajaam;2006-05-07;15182029;G288194
GCJYN7;Write note;tajaam;2006-05-07;15181994;G288194
GCJYN7;Found it;j9cache & Mike;2006-05-07;15180782;G269608
GCJYN7;Found it;JP Billy;2006-05-05;15098890;G534115
GCJYN7;Write note;BandDad;2006-04-28;14892369;G255700
GCJYN7;Found it;JC_Geo;2006-04-27;14962453;G448150
GCJYN7;Write note;2000Mountaineer;2006-04-20;14690751;G446212
GCJYN7;Found it;2000Mountaineer;2006-04-20;14690730;G446212
GCJYN7;Found it;Nickel01;2006-04-08;15455072;G671598
GCJYN7;Found it;Cycle Ken;2006-04-08;14288628;G502248
GCJYN7;Write note;wheetree;2006-03-31;16564408;G309011
GCJYN7;Found it;wheetree;2006-03-31;14159197;G309011
GCJYN7;Found it;TKLNHL & Kyd;2006-03-26;13952473;G102061
GCJYN7;Found it;PerfectPair;2006-03-24;13952891;G497320
GCJYN7;Found it;breezebees;2006-03-23;13869427;G610063
GCJYN7;Write note;westumbledonit;2006-03-22;13865574;G134442
GCJYN7;Write note;HellFish;2006-03-20;13820346;G191960
GCJYN7;Found it;LB&Geo;2006-03-18;13800647;G345845
GCJYN7;Write note;HellFish;2006-03-09;13532040;G191960
GCJYN7;Found it;chuckic;2006-03-05;13462465;G571230
GCJYN7;Found it;meslim;2006-03-03;13395823;G495457
GCJYN7;Found it;Team VanHorsen;2006-02-17;13173683;G504440
GCJYN7;Found it;roadcachers;2006-02-17;13089105;G531943
GCJYN7;Write note;VT9A5CC;2006-02-14;13049803;G232822
GCJYN7;Write note;VT9A5CC;2006-02-09;12939406;G232822
GCJYN7;Found it;8Nuts MotherGoose;2006-01-26;12772015;G266659
GCJYN7;Found it;AirRaidFan;2006-01-15;16390896;G79654
GCJYN7;Found it;VT9A5CC;2006-01-08;12284035;G232822
GCJYN7;Found it;spongebob14;2006-01-01;12144638;G478546
GCJYN7;Found it;Corn's Clan;2005-12-31;12152678;G510582
GCJYN7;Found it;Gerhardus;2005-12-26;11985598;G418856
GCJYN7;Found it;MaxB on the River;2005-12-16;11853872;G132455
GCJYN7;Write note;Marmulade;2005-12-12;11821982;G117514
GCJYN7;Found it;CoolCache;2005-12-08;11762987;G9022
GCJYN7;Write note;TEAMR&R;2005-12-03;11707010;G259308
GCJYN7;Write note;NotNutts;2005-12-01;11675298;G197822
GCJYN7;Write note;Global Retrievers;2005-11-27;11615452;G400625
GCJYN7;Found it;CHAOS!;2005-11-26;11589819;G457693
GCJYN7;Found it;bboys3;2005-11-25;11581564;G411725
GCJYN7;Found it;shabri9;2005-10-28;11054918;G432877
GCJYN7;Found it;ivstix;2005-10-26;11029508;G283125
GCJYN7;Found it;Deut31-8;2005-10-26;11026402;G362115
GCJYN7;Found it;AMH209;2005-10-26;11025448;G265570
GCJYN7;Found it;Spencersb;2005-10-24;11007903;G238157
GCJYN7;Found it;Tapp Dawg;2005-10-16;10858658;G385195
GCJYN7;Found it;tht1guy;2005-10-15;10810203;G267084
GCJYN7;Found it;SCOUT664;2005-10-04;10648907;G193002
GCJYN7;Found it;pneuma;2005-09-22;10427086;G338749
GCJYN7;Found it;Global Retrievers;2005-09-16;10306191;G400625
GCJYN7;Found it;goobers5;2005-09-04;10094449;G435588
GCJYN7;Found it;JHB50 & better 1/2;2005-08-27;9945021;G213397
GCJYN7;Write note;BandDad;2005-08-24;9877221;G255700
GCJYN7;Found it;larry739;2005-08-21;9825281;G405874
GCJYN7;Found it;NotNutts;2005-08-07;9907993;G197822
GCJYN7;Found it;dollar bill;2005-08-05;9576187;G219645
GCJYN7;Found it;cheerful78;2005-07-10;9009032;G352756
GCJYN7;Found it;rixart;2005-07-08;8950360;G181472
GCJYN7;Found it;TheWarriors+1;2005-06-12;8528029;G102647
GCJYN7;Found it;SwimFin;2005-06-09;8442009;G138886
GCJYN7;Found it;robertlipe;2005-06-05;8409764;G32733
GCJYN7;Found it;CacheRcheck;2005-06-02;8309697;G90721
GCJYN7;Found it;Tollybrew;2005-05-30;8250954;G182236
GCJYN7;Found it;MO Outdoorfamily;2005-05-21;8154403;G168323
GCJYN7;Write note;mbckcannon;2005-05-15;8007284;G155211
GCJYN7;Found it;Carroll4;2005-04-30;7721425;G374359
GCJYN7;Found it;corncat;2005-04-25;7659449;G336724
GCJYN7;Found it;Jc4199;2005-04-10;7449481;G99385
GCJYN7;Write note;HellFish;2005-04-07;7339679;G191960
GCJYN7;Found it;O2Bfound;2005-04-02;7250631;G89331
GCJYN7;Found it;jshessen;2005-03-28;7186527;G344888
GCJYN7;Found it;Rome;2005-03-26;7138641;G132996
GCJYN7;Write note;MBTD;2005-03-23;7089522;G265556
GCJYN7;Write note;westumbledonit;2005-03-20;7041035;G134442
GCJYN7;Found it;Smokey(bear);2005-03-19;7097553;G115266
GCJYN7;Found it;Scoobie10;2005-03-19;7043911;G123777
GCJYN7;Found it;quikslam911;2005-03-16;6991552;G350428
GCJYN7;Write note;The Cosmic GeoCampers;2005-03-13;6937436;G297103
GCJYN7;Found it;COOL MERC;2005-03-09;6888687;G148395
GCJYN7;Found it;talks funny;2005-03-07;6882213;G101178
GCJYN7;Found it;lancelot;2005-03-06;6852910;G40358
GCJYN7;Found it;dogda;2005-03-03;6802853;G88058
GCJYN7;Found it;The Cosmic GeoCampers;2005-02-26;12622195;G297103
GCJYN7;Found it;The_Geeses;2005-02-22;6700351;G316598
GCJYN7;Found it;twilight rabbit;2005-02-18;6659714;G131524
GCJYN7;Write note;mbckcannon;2005-02-13;6577810;G155211
GCJYN7;Write note;mbckcannon;2005-02-12;6556974;G155211
GCJYN7;Found it;WalkingBear;2005-01-28;6383918;G167774
GCJYN7;Found it;daggy;2005-01-22;6512137;G24556
GCJYN7;Found it;Deermark;2005-01-22;6363050;G12918
GCJYN7;Found it;JPlus14;2005-01-22;6325369;G83413
GCJYN7;Found it;Kepnfit;2005-01-21;6346292;G26769
GCJYN7;Write note;metaldog;2005-01-15;6242887;G232145
GCJYN7;Found it;Geo Aladin;2005-01-15;6241772;G321572
GCJYN7;Write note;tajaam;2005-01-15;6241354;G288194
GCJYN7;Write note;metaldog;2005-01-09;6185387;G232145
GCJYN7;Found it;TattooLady;2005-01-03;6121993;G142318
GCJYN7;Found it;big guys eagle eyes;2005-01-03;6121637;G142331
GCJYN7;Found it;packard28;2004-12-26;5995759;G315947
GCJYN7;Found it;prairieview_IL;2004-12-26;5994008;G273758
GCJYN7;Found it;gps cache pirates;2004-12-23;7093738;G182717
GCJYN7;Write note;Justman7;2004-12-21;5959926;G96864
GCJYN7;Found it;Justman7;2004-12-21;5959810;G96864
GCJYN7;Write note;kiddylan;2004-12-19;5941075;G233850
GCJYN7;Found it;Gubbielarson;2004-12-19;5936833;G233807
GCJYN7;Found it;Hammhock1;2004-12-08;5855408;G297467
GCJYN7;Found it;Dreicat;2004-12-02;5799569;G99737
GCJYN7;Found it;baghdaddy;2004-11-29;5784436;G305025
GCJYN7;Found it;Sniffy;2004-11-28;5772777;G166759
GCJYN7;Found it;Molecular Michele;2004-11-28;5771435;G157539
GCJYN7;Found it;thunder+lightning;2004-11-26;5731417;G298572
GCJYN7;Found it;TheRedSquirrel;2004-11-24;5738936;G163543
GCJYN7;Found it;gold retriever;2004-11-20;5693104;G196698
GCJYN7;Found it;Happykraut;2004-11-20;5683847;G100925
GCJYN7;Write note;Strider;2004-11-14;5628681;G3258
GCJYN7;Found it;Tim, Pam & Molly;2004-11-14;5627802;G19059
GCJYN7;Found it;mamalu;2004-11-14;5624943;G153551
GCJYN7;Found it;HikerIL;2004-11-12;5595179;G276043
GCJYN7;Found it;BlueBeadMan;2004-11-06;5539633;G199792
GCJYN7;Found it;genesue;2004-11-06;5537415;G156441
GCJYN7;Found it;GeoCoop;2004-10-30;5466266;G290388
GCJYN7;Found it;tajaam;2004-10-30;5463088;G288194
GCJYN7;Found it;CaptMorgan2;2004-10-16;5331043;G280859
GCJYN7;Found it;rekoj_eht;2004-10-16;5330801;G281232
GCJYN7;Found it;trashcann;2004-10-13;5304367;G46234
GCJYN7;Found it;4dinks;2004-10-10;5266706;G266060
GCJYN7;Found it;Show Me the Cache;2004-10-06;5299979;G10575
GCJYN7;Found it;A & W;2004-10-06;5292330;G100600
GCJYN7;Found it;koneko;2004-10-03;5208680;G72476
GCJYN7;Write note;mbckcannon;2004-09-23;5087108;G155211
GCJYN7;Found it;Carpe_Diem;2004-09-18;5064734;G143629
GCJYN7;Found it;Believer;2004-09-17;5035721;G75157
GCJYN7;Found it;RGS;2004-09-17;5029554;G27639
GCJYN7;Found it;*gln;2004-09-17;5027419;G4552
GCJYN7;Found it;Geo Jim;2004-09-15;5013215;G119633
GCJYN7;Write note;BandDad;2004-09-14;5003062;G255700
GCJYN7;Found it;kiddylan;2004-09-11;5000520;G233850
GCJYN7;Found it;JanS03;2004-09-06;4991856;G73036
GCJYN7;Found it;donsdi;2004-09-06;4919861;G230801
GCJYN7;Found it;pa;2004-09-06;4918885;G46700
GCJYN7;Found it;MBTD;2004-09-05;4897435;G265556
GCJYN7;Found it;TEAMR&R;2004-09-04;4890456;G259308
GCJYN7;Write note;BandDad;2004-08-26;4790598;G255700
GCJYN7;Found it;BandDad;2004-08-24;4770049;G255700
GCJYN7;Found it;deltawinner;2004-08-22;4748978;G136750
GCJYN7;Found it;roelsch;2004-08-21;4746338;G29948
GCJYN7;Found it;Mean Gene;2004-08-21;4743684;G7108
GCJYN7;Found it;myotis;2004-08-19;4712470;G11234
GCJYN7;Found it;BruceS;2004-08-13;4675366;G20322
GCJYN7;Found it;Strider;2004-08-08;4600888;G3258
GCJYN7;Found it;goshhawk;2004-08-03;4542921;G45784
GCJYN7;Found it;MAPACOOPER;2004-07-31;4506728;G253193
GCJYN7;Found it;westumbledonit;2004-07-31;4501215;G134442
GCJYN7;Found it;GB-Cacher;2004-07-30;4492964;G83899
GCJYN7;Found it;denali;2004-07-28;4476055;G3893
GCJYN7;Post Reviewer Note;mbckcannon;2004-07-28;4473707;G155211
GCJYN7;Found it;Tribble157;2004-07-26;4457180;G51821
GCJYN7;Write note;BAJA Clan;2004-07-24;4436899;G159350
GCJYN7;Write note;Marmulade;2004-07-21;4473478;G117514
GCJYN7;Found it;Marmulade;2004-07-21;4400550;G117514
GCJYN7;Didn't find it;*gln;2004-07-19;4380701;G4552
GCJYN7;Found it;NormV;2004-07-18;4369178;G89198
GCJYN7;Found it;Le-roy;2004-07-18;4367331;G88360
GCJYN7;Write note;mbckcannon;2004-07-18;4359889;G155211
GCJYN7;Write note;mbckcannon;2004-07-17;4354146;G155211
GCJYN7;Found it;BAJA Clan;2004-07-13;4317136;G159350
GCJYN7;Found it;HellFish;2004-07-13;4315804;G191960
GCJYN7;Found it;GeoTruckin;2004-07-11;4296144;G99092
GCJYN7;Found it;metaldog;2004-07-11;4284579;G232145
GCJYN7;Write note;mbckcannon;2004-07-10;4275104;G155211
GCK9TC;Didn't find it;Mapper_X;2008-05-17;44654292;G1421186
GCK9TC;Write note;wandering360;2008-05-14;44501370;G266201
GCK9TC;Found it;Tsnake;2008-04-25;43181718;G944625
GCK9TC;Needs Maintenance;GARTHMH;2008-03-29;41419607;G1351923
GCK9TC;Found it;GARTHMH;2008-03-29;41401201;G1351923
GCK9TC;Found it;bkgeoexperienced;2008-03-09;40279393;G239450
GCK9TC;Found it;sk8er72;2008-03-02;39943274;G1193668
GCK9TC;Found it;rat-boy;2008-03-02;39903167;G837654
GCK9TC;Found it;joranda;2008-02-24;39573255;G503984
GCK9TC;Found it;JAMFAM7;2008-02-23;39520853;G1409866
GCK9TC;Found it;mario16;2008-02-09;38757725;G1396880
GCK9TC;Found it;MrFreeze1;2008-02-09;38757558;G1271240
GCK9TC;Found it;Rocket Girl;2008-01-28;38322905;G337469
GCK9TC;Found it;The Coats;2008-01-23;38085721;G1128218
GCK9TC;Found it;djaco4;2008-01-20;37965896;G1414188
GCK9TC;Found it;chevyguyjr;2008-01-06;43224347;G1531016
GCK9TC;Found it;chevyguy01;2008-01-06;37374304;G1190456
GCK9TC;Found it;skimmle;2007-12-30;37044593;G1401202
GCK9TC;Found it;beladi1;2007-12-02;36180387;G1080795
GCK9TC;Found it;corey_reimer;2007-11-17;36822929;G1159150
GCK9TC;Found it;bmv;2007-11-14;35400662;G161024
GCK9TC;Found it;TeamCooper;2007-11-03;34910075;G274862
GCK9TC;Write note;snow_rules;2007-10-15;34053179;G2089
GCK9TC;Found it;bkwalker;2007-09-01;31996916;G758471
GCK9TC;Found it;sandersad;2007-08-30;31883680;G572587
GCK9TC;Found it;natesdeal;2007-08-03;30553346;G1095718
GCK9TC;Found it;trackchaser;2007-07-22;30016597;G1101091
GCK9TC;Found it;carnajam;2007-07-22;29967416;G576653
GCK9TC;Found it;htrklr;2007-07-01;29029105;G954707
GCK9TC;Found it;napoleon&debb;2007-07-01;28979376;G954689
GCK9TC;Found it;K-TEAM;2007-05-24;27249729;G30060
GCK9TC;Found it;GreenCachers;2007-05-20;27069254;G204740
GCK9TC;Write note;yawetag;2007-05-03;30339743;G1003256
GCK9TC;Found it;lobocs;2007-05-03;26385455;G920838
GCK9TC;Found it;yawetag;2007-05-03;26382979;G1003256
GCK9TC;Found it;Angie&Dee;2007-04-28;26179202;G1004652
GCK9TC;Found it;Blsfn13;2007-04-18;25743109;G1053014
GCK9TC;Found it;brief case cacher;2007-04-08;25298637;G960935
GCK9TC;Found it;battleskunk;2007-04-01;25029536;G91164
GCK9TC;Found it;Pair Of Cableshots;2007-03-25;24844270;G286164
GCK9TC;Found it;kryskelley;2007-03-18;24416529;G922993
GCK9TC;Found it;wanderingbear;2007-03-11;39390037;G1017194
GCK9TC;Found it;ahistorian1;2007-03-11;24235632;G574454
GCK9TC;Found it;ibew ret;2007-02-22;23639353;G319683
GCK9TC;Found it;bgrimme;2007-01-24;22819203;G878522
GCK9TC;Found it;limelight79;2007-01-24;22798522;G951941
GCK9TC;Found it;Follow_the_Sun;2007-01-14;22521845;G105132
GCK9TC;Found it;DivaDesDawg;2007-01-14;22521843;G948343
