lParent;lType;lBy;lDate;lLogid;lOwnerid
GC10P73;Didn't find it;mdrlsweet;2008-06-13;46422476;G1685636
GC10P73;Didn't find it;myotis;2008-03-08;40189090;G11234
GC10P73;Didn't find it;cartoboy123;2008-03-01;39836167;G698087
GC10P73;Found it;beladi1;2008-01-28;38336089;G1080795
GC10P73;Found it;djaco4;2008-01-12;37716757;G1414188
GC10P73;Didn't find it;JustUsTwo;2007-12-31;37303767;G91151
GC10P73;Found it;Wheelinb;2007-12-26;36761133;G861923
GC10P73;Found it;Brat05;2007-12-22;36610289;G1307566
GC10P73;Found it;shadow 25;2007-12-22;36608084;G1307557
GC10P73;Found it;REDBUDHOOTIE;2007-12-22;36608020;G1306329
GC10P73;Didn't find it;beladi1;2007-12-20;36559358;G1080795
GC10P73;Didn't find it;beladi1;2007-12-17;36558863;G1080795
GC10P73;Found it;dadn2cachers;2007-11-23;35724655;G1313587
GC10P73;Didn't find it;dadn2cachers;2007-11-22;35680443;G1313587
GC10P73;Found it;RadioactiveGrl;2007-11-10;35333583;G874702
GC10P73;Found it;medic161;2007-11-10;35282860;G504628
GC10P73;Found it;Landesign;2007-11-04;35010599;G727719
GC10P73;Found it;MMAPgirl;2007-10-27;35708945;G592591
GC10P73;Found it;mmeese;2007-10-27;34597629;G285335
GC10P73;Found it;lake_wannabees;2007-10-21;34326984;G677965
GC10P73;Didn't find it;lake_wannabees;2007-10-15;34077810;G677965
GC10P73;Found it;CribbageWitch;2007-09-09;32411629;G956939
GC10P73;Found it;2_cats;2007-09-02;32012389;G610181
GC10P73;Found it;pandyandy;2007-09-01;31960291;G290699
GC10P73;Found it;Phil 4:13;2007-08-30;36731537;G817288
GC10P73;Found it;Hobbit Taz;2007-08-26;31715389;G933682
GC10P73;Found it;Happykraut;2007-08-23;31711447;G100925
GC10P73;Found it;konopapw;2007-08-23;31563442;G19497
GC10P73;Found it;K-TEAM;2007-08-23;31548633;G30060
GC10P73;Found it;CHAOS!;2007-08-05;30667461;G457693
GC10P73;Write note;Misstiff;2007-07-18;29819993;G731709
GC10P73;Found it;Deut31-8;2007-07-05;29150059;G362115
GC10P73;Found it;AMH209;2007-07-05;29147293;G265570
GC10P73;Found it;roelsch;2007-06-23;28645167;G29948
GC10P73;Found it;Mean Gene;2007-06-23;28619922;G7108
GC10P73;Found it;Al & Mylea;2007-06-13;28209795;G424790
GC10P73;Found it;L Frank;2007-06-12;28165267;G1017538
GC10P73;Found it;battleskunk;2007-06-06;27917594;G91164
GC10P73;Found it;CacheRcheck;2007-06-06;27878598;G90721
GC10P73;Found it;cyberwolph;2007-06-01;28070698;G507596
GC10P73;Write note;yawetag;2007-05-26;30436238;G1003256
GC10P73;Found it;Crazy4Moose;2007-05-26;27391599;G935764
GC10P73;Found it;yawetag;2007-05-26;27336867;G1003256
GC10P73;Found it;Cycle Ken;2007-05-26;27336055;G502248
GC10P73;Found it;lobocs;2007-05-26;27330942;G920838
GC10P73;Found it;plpwalker;2007-05-26;27318472;G948009
GC10P73;Found it;Bannal;2007-05-26;27316499;G920836
GC10P73;Found it;YoungBlood85;2007-05-24;27240547;G573909
GC10P73;Found it;oldhippie73;2007-05-21;27440929;G960780
GC10P73;Found it;meslim;2007-05-19;27031526;G495457
GC10P73;Found it;spongebob14;2007-05-12;26878282;G478546
GC10P73;Found it;BBD1;2007-05-04;26417289;G638176
GC10P73;Found it;jehammon;2007-04-27;26097066;G1051652
GC10P73;Didn't find it;meslim;2007-04-22;25938816;G495457
GC10P73;Found it;pa;2007-04-09;25362114;G46700
GC10P73;Found it;RGS;2007-04-09;25352473;G27639
GC10P73;Found it;Gubbielarson;2007-04-08;25281503;G233807
GC10P73;Found it;JC_Geo;2007-04-06;25162085;G448150
GC10P73;Found it;talks funny;2007-03-21;29199920;G101178
GC10P73;Didn't find it;roelsch;2007-03-17;24431821;G29948
GC10P73;Found it;NormV;2007-03-13;24307368;G89198
GC10P73;Found it;Hid Pro Quo;2007-03-13;24259112;G34043
GC10P73;Found it;goshhawk;2007-03-13;24253359;G45784
GC10P73;Found it;Le-roy;2007-03-13;24250273;G88360
GC10P73;Found it;Beadwrkr;2007-03-10;24094727;G271650
GC10P73;Found it;Gerhardus;2007-02-20;23579457;G418856
GC10P73;Found it;lancelot;2007-02-18;23542891;G40358
GC10P73;Didn't find it;Gerhardus;2007-02-18;23517852;G418856
GC10P73;Found it;Crowesfeat30;2007-02-17;23602115;G271377
GC10P73;Found it;Strider;2007-02-17;23479828;G3258
GC10P73;Didn't find it;Dreicat;2007-02-09;23227643;G99737
GC10P73;Found it;cds231;2007-02-09;23227128;G645750
GC10P73;Found it;JanS03;2007-02-06;23183871;G73036
GC10P73;Found it;ibew ret;2007-02-06;23183017;G319683
GC10P73;Found it;kiddylan;2007-02-04;23098490;G233850
GC10P73;Publish Listing;ILReviewer;2007-02-02;23025876;G124706
GC10P78;Found it;flatkatz;2008-05-25;45254968;G349821
GC10P78;Found it;Pika Wants Cake;2008-05-25;45253157;G356972
GC10P78;Write note;myotis;2008-03-08;40189188;G11234
GC10P78;Didn't find it;cartoboy123;2008-03-01;39836332;G698087
GC10P78;Found it;oldhippie73;2008-02-11;38920370;G960780
GC10P78;Found it;Nickel01;2008-01-05;37541825;G671598
GC10P78;Found it;Phil 4:13;2008-01-05;37432049;G817288
GC10P78;Found it;Crazy4Moose;2008-01-05;37430199;G935764
GC10P78;Found it;Cycle Ken;2008-01-05;37385224;G502248
GC10P78;Found it;Wheelinb;2007-12-26;36760883;G861923
GC10P78;Found it;Brat05;2007-12-22;36610503;G1307566
GC10P78;Found it;shadow 25;2007-12-22;36609382;G1307557
GC10P78;Found it;REDBUDHOOTIE;2007-12-22;36608365;G1306329
GC10P78;Found it;beladi1;2007-12-20;36559322;G1080795
GC10P78;Found it;dadn2cachers;2007-11-23;35722799;G1313587
GC10P78;Didn't find it;dadn2cachers;2007-11-22;35680552;G1313587
GC10P78;Found it;lake_wannabees;2007-10-21;34327271;G677965
GC10P78;Didn't find it;lake_wannabees;2007-10-15;34077895;G677965
GC10P78;Found it;meslim;2007-10-14;34003407;G495457
GC10P78;Found it;CribbageWitch;2007-09-09;32411855;G956939
GC10P78;Found it;pandyandy;2007-09-01;31960259;G290699
GC10P78;Found it;Hobbit Taz;2007-08-26;31715877;G933682
GC10P78;Found it;Happykraut;2007-08-23;31711232;G100925
GC10P78;Found it;konopapw;2007-08-23;31563517;G19497
GC10P78;Found it;K-TEAM;2007-08-23;31548647;G30060
GC10P78;Didn't find it;CHAOS!;2007-08-05;30668110;G457693
GC10P78;Found it;Deut31-8;2007-07-05;29149665;G362115
GC10P78;Found it;AMH209;2007-07-05;29147110;G265570
GC10P78;Found it;super_cacher;2007-06-27;28910569;G1005578
GC10P78;Found it;MutherAndSun;2007-06-27;28798074;G944590
GC10P78;Found it;sabrie;2007-06-16;28302096;G690292
GC10P78;Found it;caver53;2007-06-16;28301188;G653695
GC10P78;Found it;L Frank;2007-06-12;28165366;G1017538
GC10P78;Found it;battleskunk;2007-06-06;27917693;G91164
GC10P78;Found it;CacheRcheck;2007-06-06;27878640;G90721
GC10P78;Found it;cyberwolph;2007-06-02;28071274;G507596
GC10P78;Found it;YoungBlood85;2007-06-02;27696336;G573909
GC10P78;Write note;yawetag;2007-05-26;30436266;G1003256
GC10P78;Found it;yawetag;2007-05-26;27336949;G1003256
GC10P78;Found it;lobocs;2007-05-26;27331094;G920838
GC10P78;Found it;plpwalker;2007-05-26;27318889;G948009
GC10P78;Found it;Bannal;2007-05-26;27316685;G920836
GC10P78;Found it;BandDad;2007-05-13;26779525;G255700
GC10P78;Found it;spongebob14;2007-05-12;26878328;G478546
GC10P78;Found it;BBD1;2007-05-04;26417348;G638176
GC10P78;Found it;TheMadChef;2007-04-22;26007712;G354187
GC10P78;Found it;Al & Mylea;2007-04-18;25753240;G424790
GC10P78;Found it;pa;2007-04-09;25362410;G46700
GC10P78;Found it;RGS;2007-04-09;25350748;G27639
GC10P78;Found it;Gubbielarson;2007-04-08;25281326;G233807
GC10P78;Found it;lancelot;2007-04-08;25262375;G40358
GC10P78;Found it;JC_Geo;2007-04-06;25161936;G448150
GC10P78;Found it;quikslam911;2007-03-27;24786736;G350428
GC10P78;Found it;Beadwrkr;2007-03-24;24630560;G271650
GC10P78;Found it;talks funny;2007-03-21;29199995;G101178
GC10P78;Found it;roelsch;2007-03-17;24432767;G29948
GC10P78;Found it;Mean Gene;2007-03-17;24393184;G7108
GC10P78;Found it;BlueBeadMan;2007-03-17;24383689;G199792
GC10P78;Found it;NormV;2007-03-13;24307122;G89198
GC10P78;Found it;Hid Pro Quo;2007-03-13;24259095;G34043
GC10P78;Found it;goshhawk;2007-03-13;24253423;G45784
GC10P78;Found it;Le-roy;2007-03-13;24250306;G88360
GC10P78;Found it;Crowesfeat30;2007-02-17;23602201;G271377
GC10P78;Found it;Strider;2007-02-17;23480789;G3258
GC10P78;Found it;Gerhardus;2007-02-12;23345444;G418856
GC10P78;Found it;Dreicat;2007-02-09;23227580;G99737
GC10P78;Found it;cds231;2007-02-09;23227244;G645750
GC10P78;Found it;JanS03;2007-02-06;23183910;G73036
GC10P78;Found it;ibew ret;2007-02-06;23183090;G319683
GC10P78;Found it;kiddylan;2007-02-04;23090867;G233850
GC10P78;Publish Listing;ILReviewer;2007-02-02;23025892;G124706
GC10XPJ;Found it;shadow 25;2008-05-18;44955732;G1307557
GC10XPJ;Found it;Brat05;2008-05-18;44791058;G1307566
GC10XPJ;Found it;REDBUDHOOTIE;2008-05-18;44790966;G1306329
GC10XPJ;Needs Maintenance;dadn2cachers;2008-05-06;43992421;G1313587
GC10XPJ;Found it;cavebear7;2008-04-12;42346272;G977685
GC10XPJ;Found it;myotis;2008-03-16;40653691;G11234
GC10XPJ;Found it;htrklr;2008-02-17;39249499;G954707
GC10XPJ;Found it;napoleon&debb;2008-02-17;39248895;G954689
GC10XPJ;Found it;CoileGeoRaiders;2008-02-10;38898413;G1102783
GC10XPJ;Found it;beladi1;2008-01-28;38335970;G1080795
GC10XPJ;Found it;blackjeep1989;2008-01-26;38319699;G692270
GC10XPJ;Found it;CacheRcheck;2008-01-26;38174841;G90721
GC10XPJ;Found it;JustUsTwo;2007-12-31;37306250;G91151
GC10XPJ;Found it;Genius Loci;2007-11-20;35839764;G56065
GC10XPJ;Found it;Greenback;2007-11-20;35703967;G61124
GC10XPJ;Found it;TeamCooper;2007-10-27;34679274;G274862
GC10XPJ;Found it;oldhippie73;2007-10-14;34031253;G960780
GC10XPJ;Found it;TOOALANE;2007-09-15;32631455;G725878
GC10XPJ;Found it;Hobbit Taz;2007-09-09;32417548;G933682
GC10XPJ;Found it;CribbageWitch;2007-09-09;32410804;G956939
GC10XPJ;Found it;plpwalker;2007-08-26;31774507;G948009
GC10XPJ;Didn't find it;Hobbit Taz;2007-08-26;31718359;G933682
GC10XPJ;Found it;Bannal;2007-08-26;31709829;G920836
GC10XPJ;Found it;L Frank;2007-08-25;31744135;G1017538
GC10XPJ;Found it;rdwelker;2007-08-25;31659201;G464439
GC10XPJ;Found it;pandyandy;2007-08-25;31640917;G290699
GC10XPJ;Found it;BBD1;2007-08-25;31633303;G638176
GC10XPJ;Found it;Misstiff;2007-07-30;30544568;G731709
GC10XPJ;Found it;BlueAndGoldBabe;2007-06-26;29264251;G796186
GC10XPJ;Found it;Rebel Chick;2007-06-26;29142660;G832087
GC10XPJ;Found it;Hunt'n Hawg;2007-06-26;28808183;G798192
GC10XPJ;Found it;roelsch;2007-06-23;28644981;G29948
GC10XPJ;Found it;Mean Gene;2007-06-23;28619874;G7108
GC10XPJ;Found it;badlands;2007-06-08;27959074;G331172
GC10XPJ;Write note;Stitchmonster;2007-06-07;27947452;G112441
GC10XPJ;Didn't find it;Stitchmonster;2007-06-07;27947399;G112441
GC10XPJ;Didn't find it;CacheRcheck;2007-06-06;27878207;G90721
GC10XPJ;Found it;BandDad;2007-05-10;26665050;G255700
GC10XPJ;Found it;Dreicat;2007-05-10;26654399;G99737
GC10XPJ;Found it;spongebob14;2007-04-29;26275312;G478546
GC10XPJ;Found it;TheMadChef;2007-04-22;26007221;G354187
GC10XPJ;Found it;kiddylan;2007-04-08;25283849;G233850
GC10XPJ;Found it;Gubbielarson;2007-04-08;25281634;G233807
GC10XPJ;Found it;JC_Geo;2007-04-06;25160627;G448150
GC10XPJ;Didn't find it;kryskelley;2007-03-28;24841299;G922993
GC10XPJ;Found it;talks funny;2007-03-17;24370984;G101178
GC10XPJ;Found it;NormV;2007-03-13;24307173;G89198
GC10XPJ;Found it;Hid Pro Quo;2007-03-13;24258701;G34043
GC10XPJ;Found it;Postpile;2007-03-13;24255240;G315398
GC10XPJ;Found it;goshhawk;2007-03-13;24253300;G45784
GC10XPJ;Found it;Le-roy;2007-03-13;24250237;G88360
GC10XPJ;Found it;Beadwrkr;2007-03-12;24210729;G271650
GC10XPJ;Found it;Gerhardus;2007-02-23;23654398;G418856
GC10XPJ;Found it;pa;2007-02-22;23666251;G46700
GC10XPJ;Found it;JanS03;2007-02-22;23655381;G73036
GC10XPJ;Found it;ibew ret;2007-02-22;23639115;G319683
GC10XPJ;Found it;Crowesfeat30;2007-02-17;23601911;G271377
GC10XPJ;Found it;Strider;2007-02-17;23478482;G3258
GC10XPJ;Found it;cds231;2007-02-12;23339896;G645750
GC10XPJ;Publish Listing;ILReviewer;2007-02-12;23337834;G124706
GC12057;Found it;mdrlsweet;2008-06-13;46422286;G1685636
GC12057;Found it;Pika Wants Cake;2008-05-25;45252405;G356972
GC12057;Found it;flatkatz;2008-05-25;45251435;G349821
GC12057;Found it;Corp Of  Discovery;2008-05-17;45003726;G97312
GC12057;Found it;dadn2cachers;2008-05-06;43992007;G1313587
GC12057;Found it;Fuzzy B;2008-04-28;43438848;G281148
GC12057;Found it;cavebear7;2008-04-12;42346235;G977685
GC12057;Found it;tkeefe;2008-03-29;41433649;G993219
GC12057;Found it;JP Billy;2008-03-27;41303881;G534115
GC12057;Found it;VAEaglesFan;2008-03-22;40960454;G1235890
GC12057;Found it;Ladybug Kids;2008-03-19;40768860;G272513
GC12057;Found it;meslim;2008-03-16;40658813;G495457
GC12057;Found it;talks funny;2008-03-09;40309099;G101178
GC12057;Found it;myotis;2008-03-08;40188391;G11234
GC12057;Found it;Toto1;2008-02-16;39182111;G1058515
GC12057;Found it;waterfallfrog;2008-02-16;39133305;G1034012
GC12057;Found it;CoileGeoRaiders;2008-02-10;38898702;G1102783
GC12057;Found it;mamalu;2008-01-29;38360147;G153551
GC12057;Found it;blackjeep1989;2008-01-26;38325986;G692270
GC12057;Found it;BlueBeadMan;2008-01-20;37982062;G199792
GC12057;Found it;Crazy4Moose;2008-01-06;37430591;G935764
GC12057;Found it;REDBUDHOOTIE;2008-01-01;37117474;G1306329
GC12057;Found it;Brat05;2008-01-01;37115836;G1307566
GC12057;Found it;shadow 25;2008-01-01;37103601;G1307557
GC12057;Found it;carlawarla;2007-12-27;37020588;G721681
GC12057;Found it;cartoboy123;2007-12-27;36803417;G698087
GC12057;Found it;Wheelinb;2007-12-26;36762497;G861923
GC12057;Found it;beladi1;2007-12-20;36558924;G1080795
GC12057;Found it;Phil 4:13;2007-11-17;36732527;G817288
GC12057;Found it;Nickel01;2007-11-17;35469780;G671598
GC12057;Found it;snow_rules;2007-11-12;35405054;G2089
GC12057;Found it;RadioactiveGrl;2007-11-10;35332926;G874702
GC12057;Found it;medic161;2007-11-10;35282530;G504628
GC12057;Found it;MMAPgirl;2007-10-27;35707806;G592591
GC12057;Found it;mmeese;2007-10-27;34596581;G285335
GC12057;Found it;lake_wannabees;2007-10-21;34327086;G677965
GC12057;Found it;Cycle Ken;2007-10-06;33613182;G502248
GC12057;Found it;JestisFam;2007-09-29;33257978;G1018952
GC12057;Write note;MutherAndSun;2007-09-14;33526014;G944590
GC12057;Found it;MutherAndSun;2007-09-14;32598624;G944590
GC12057;Found it;CribbageWitch;2007-09-09;32411213;G956939
GC12057;Found it;pandyandy;2007-09-01;31960380;G290699
GC12057;Found it;lancelot;2007-09-01;31954432;G40358
GC12057;Found it;Hobbit Taz;2007-08-26;31714640;G933682
GC12057;Found it;Treasure Chaser;2007-08-26;31710696;G185017
GC12057;Found it;Happykraut;2007-08-23;31711335;G100925
GC12057;Found it;konopapw;2007-08-23;31564489;G19497
GC12057;Found it;K-TEAM;2007-08-23;31548570;G30060
GC12057;Found it;NormV;2007-08-22;31528383;G89198
GC12057;Found it;oldhippie73;2007-08-22;31497432;G960780
GC12057;Found it;Envoytracker;2007-08-11;30972401;G68911
GC12057;Found it;CHAOS!;2007-08-05;30666461;G457693
GC12057;Found it;Stellarczar;2007-07-30;30378909;G494589
GC12057;Found it;Misstiff;2007-07-18;29820602;G731709
GC12057;Found it;Texican Space Cowboy;2007-07-17;29781975;G770186
GC12057;Found it;racer2814;2007-07-17;29779166;G744677
GC12057;Found it;Deut31-8;2007-07-05;29148739;G362115
GC12057;Found it;AMH209;2007-07-05;29146749;G265570
GC12057;Found it;GeoGyrene;2007-07-02;29014877;G407193
GC12057;Found it;Hid Pro Quo;2007-06-26;28777111;G34043
GC12057;Found it;goshhawk;2007-06-26;28759829;G45784
GC12057;Found it;roelsch;2007-06-23;28645036;G29948
GC12057;Found it;Mean Gene;2007-06-23;28619898;G7108
GC12057;Found it;yarr_beefcake;2007-06-21;28515970;G989006
GC12057;Found it;Le-roy;2007-06-15;28247703;G88360
GC12057;Found it;L Frank;2007-06-08;27967817;G1017538
GC12057;Found it;battleskunk;2007-06-06;27917299;G91164
GC12057;Found it;CacheRcheck;2007-06-06;27878506;G90721
GC12057;Found it;Guildenstern;2007-06-04;27854465;G204466
GC12057;Found it;YoungBlood85;2007-06-02;27683326;G573909
GC12057;Found it;cyberwolph;2007-06-01;28070837;G507596
GC12057;Found it;plpwalker;2007-05-26;27318516;G948009
GC12057;Found it;Bannal;2007-05-26;27316749;G920836
GC12057;Found it;BandDad;2007-05-13;26779952;G255700
GC12057;Found it;spongebob14;2007-05-12;26879064;G478546
GC12057;Found it;Didg Guy;2007-05-11;26739782;G200146
GC12057;Found it;RGS;2007-05-11;26699469;G27639
GC12057;Found it;Beadwrkr;2007-05-10;26661188;G271650
GC12057;Write note;Sir Zargon;2007-05-09;26812433;G281273
GC12057;Found it;White Cap;2007-05-09;26639926;G284937
GC12057;Found it;Sir Zargon;2007-05-09;26639906;G281273
GC12057;Found it;Gubbielarson;2007-05-06;26515478;G233807
GC12057;Found it;kiddylan;2007-05-06;26508349;G233850
GC12057;Found it;BBD1;2007-05-04;26416939;G638176
GC12057;Found it;cozy3543;2007-04-24;25997478;G948611
GC12057;Found it;Know Future;2007-04-23;25971143;G120999
GC12057;Found it;TheMadChef;2007-04-22;26009846;G354187
GC12057;Found it;Al & Mylea;2007-04-18;25750527;G424790
GC12057;Found it;ibew ret;2007-04-18;25734857;G319683
GC12057;Found it;Crowesfeat30;2007-04-16;25739733;G271377
GC12057;Found it;Strider;2007-04-16;25681613;G3258
GC12057;Found it;Gerhardus;2007-04-16;25669855;G418856
GC12057;Found it;pa;2007-04-12;25471446;G46700
GC12057;Found it;JanS03;2007-04-12;25470431;G73036
GC12057;Found it;cds231;2007-04-11;25424755;G645750
GC12057;Publish Listing;Reviewer Jones;2007-04-10;25385053;G309660
GC12VMV;Found it;cruzbike;2008-05-25;45260008;G103109
GC12VMV;Found it;Nicb0069;2008-05-11;44293600;G149247
GC12VMV;Found it;pole8888;2008-05-03;43733751;G1204152
GC12VMV;Found it;scottyb1420;2008-03-28;41394201;G1521223
GC12VMV;Found it;dudely;2008-03-27;41321162;G1528586
GC12VMV;Found it;LennyTheLizard;2008-02-29;40236703;G394249
GC12VMV;Found it;blackjeep1989;2008-02-09;38956381;G692270
GC12VMV;Found it;snake428;2008-01-27;38259008;G1403748
GC12VMV;Found it;roelsch;2008-01-26;38254718;G29948
GC12VMV;Found it;Mean Gene;2008-01-26;38217627;G7108
GC12VMV;Found it;PIKERUSH;2008-01-24;38109321;G1426769
GC12VMV;Didn't find it;roelsch;2008-01-19;37957277;G29948
GC12VMV;Didn't find it;L Frank;2008-01-19;37906972;G1017538
GC12VMV;Didn't find it;LennyTheLizard;2007-11-10;35202133;G394249
GC12VMV;Found it;shadow 25;2007-10-20;34393064;G1307557
GC12VMV;Found it;Brat05;2007-10-20;34293530;G1307566
GC12VMV;Found it;REDBUDHOOTIE;2007-10-20;34290172;G1306329
GC12VMV;Found it;JanS03;2007-10-16;34164099;G73036
GC12VMV;Found it;pa;2007-10-16;34162227;G46700
GC12VMV;Found it;ibew ret;2007-10-16;34131487;G319683
GC12VMV;Found it;JohnTee;2007-09-26;33160431;G529257
GC12VMV;Found it;GranNan;2007-09-01;31972048;G667501
GC12VMV;Found it;duker;2007-08-21;31518720;G878326
GC12VMV;Found it;BBD1;2007-08-12;31028982;G638176
GC12VMV;Didn't find it;Zcrew;2007-08-05;30675882;G355345
GC12VMV;Found it;YoungBlood85;2007-07-17;29748060;G573909
GC12VMV;Found it;tomk3;2007-06-30;28905702;G741938
GC12VMV;Found it;Gerhardus;2007-06-23;28603755;G418856
GC12VMV;Found it;cds231;2007-06-23;28594343;G645750
GC12VMV;Found it;RubberToes;2007-06-17;28322698;G276735
GC12VMV;Found it;ornith;2007-06-07;28218273;G623868
GC12VMV;Found it;Queens Blessing;2007-06-07;28169158;G777233
GC12VMV;Found it;Autumn yellow Met-61;2007-06-06;27882623;G808889
GC12VMV;Found it;1whitevette;2007-06-06;27882436;G985319
GC12VMV;Found it;Know Future;2007-05-31;27614812;G120999
GC12VMV;Found it;2graywolves;2007-05-28;27447771;G998225
GC12VMV;Found it;Al & Mylea;2007-05-27;27428218;G424790
GC12VMV;Publish Listing;Reviewer Jones;2007-05-14;26806964;G309660
GC12VMV;Write note;spankyjoe;2007-05-13;26809481;G874926
GC1BBHY;Didn't find it;geoprog;2008-05-24;45139086;G1431591
GC1BBHY;Didn't find it;www.promille.de;2008-05-24;45136583;G1581541
GC1BBHY;Write note;lake_wannabees;2008-05-20;44919368;G677965
GC1BBHY;Found it;cartoboy123;2008-05-06;43994002;G698087
GC1BBHY;Found it;57chevy;2008-05-05;43909237;G428860
GC1BBHY;Found it;GryphBytes;2008-05-03;44975334;G1336396
GC1BBHY;Found it;Happykraut;2008-05-03;44550933;G100925
GC1BBHY;Found it;BWAT;2008-05-03;44298252;G96893
GC1BBHY;Found it;pntball;2008-05-03;44070178;G79630
GC1BBHY;Found it;Ladybug STL;2008-05-03;44002824;G440510
GC1BBHY;Found it;quailman2;2008-05-03;43949833;G1256964
GC1BBHY;Found it;Chod;2008-05-03;43942778;G393487
GC1BBHY;Found it;super_cacher;2008-05-03;43902004;G1005578
GC1BBHY;Found it;Wulfen;2008-05-03;43900851;G1397135
GC1BBHY;Found it;BBD1;2008-05-03;43893622;G638176
GC1BBHY;Found it;Team DLADL;2008-05-03;43873248;G407553
GC1BBHY;Found it;Rocfish;2008-05-03;43856523;G231103
GC1BBHY;Found it;lancelot;2008-05-03;43854080;G40358
GC1BBHY;Found it;Brawny Bear;2008-05-03;43780225;G84328
GC1BBHY;Found it;pandyandy;2008-05-03;43779063;G290699
GC1BBHY;Found it;VAEaglesFan;2008-05-03;43777769;G1235890
GC1BBHY;Found it;shadow 25;2008-05-03;43773637;G1307557
GC1BBHY;Found it;dougieniles;2008-05-03;43772415;G1224298
GC1BBHY;Found it;Wheelinb;2008-05-03;43766675;G861923
GC1BBHY;Found it;BlueBeadMan;2008-05-03;43748477;G199792
GC1BBHY;Found it;Brat05;2008-05-03;43746880;G1307566
GC1BBHY;Found it;ibew ret;2008-05-01;43620604;G319683
GC1BBHY;Found it;JP Billy;2008-04-28;43442402;G534115
GC1BBHY;Found it;labtech2;2008-04-28;43416295;G742838
GC1BBHY;Found it;Utapao72;2008-04-27;43381639;G173367
GC1BBHY;Found it;mmeese;2008-04-26;43277008;G285335
GC1BBHY;Found it;JonesCrew;2008-04-26;43263858;G539258
GC1BBHY;Found it;Kimenm;2008-04-26;43256001;G930071
GC1BBHY;Found it;cds231;2008-04-26;43225906;G645750
GC1BBHY;Found it;peto_geo;2008-04-22;43049687;G20509
GC1BBHY;Write note;Skylerdragon;2008-04-20;42932896;G984361
GC1BBHY;Write note;VAEaglesFan;2008-04-20;42915711;G1235890
GC1BBHY;Publish Listing;*gln;2008-04-20;42793771;G4552
GC1BBHY;Found it;L Frank;2008-04-19;42805734;G1017538
GC1CA9V;Found it;goldenboys;2008-06-10;46316877;G406809
GC1CA9V;Found it;Beadwrkr;2008-06-03;45893463;G271650
GC1CA9V;Found it;Tollybrew;2008-06-01;45747467;G182236
GC1CA9V;Found it;alleneddig;2008-05-29;45983893;G995790
GC1CA9V;Found it;budophylus;2008-05-26;45461816;G7616
GC1CA9V;Found it;sun-moon-starz;2008-05-26;45376874;G18506
GC1CA9V;Found it;Pika Wants Cake;2008-05-26;45369686;G356972
GC1CA9V;Found it;flatkatz;2008-05-26;45368113;G349821
GC1CA9V;Found it;Wulfen;2008-05-24;45812852;G1397135
GC1CA9V;Found it;chadh08;2008-05-24;45429410;G1361333
GC1CA9V;Found it;Sapper489;2008-05-24;45193498;G1303275
GC1CA9V;Found it;Treasure Chaser;2008-05-23;45365569;G185017
GC1CA9V;Found it;BrinkOfDiscovery;2008-05-23;45105858;G658418
GC1CA9V;Found it;A & W;2008-05-23;45101055;G100600
GC1CA9V;Found it;RGS;2008-05-23;45046547;G27639
GC1CA9V;Found it;ibew ret;2008-05-21;45058069;G319683
GC1CA9V;Found it;myotis;2008-05-18;44774753;G11234
GC1CA9V;Found it;cds231;2008-05-17;44778537;G645750
GC1CA9V;Found it;L Frank;2008-05-17;44680293;G1017538
GC1CA9V;Found it;snake428;2008-05-17;44667512;G1403748
GC1CA9V;Found it;scottyb1420;2008-05-17;44666375;G1521223
GC1CA9V;Found it;Geokid12;2008-05-17;44642342;G1219125
GC1CA9V;Found it;Didg Guy;2008-05-17;44634280;G200146
GC1CA9V;Publish Listing;Reviewer of the Cache;2008-05-17;44607145;G1575954
GC1CA9V;Post Reviewer Note;Reviewer of the Cache;2008-05-16;44607208;G1575954
GC1CA9V;Post Reviewer Note;Reviewer of the Cache;2008-05-16;44607155;G1575954
GC7ED;Found it;bama_belle;2008-06-11;46396363;G1365066
GC7ED;Found it;raritan;2008-06-07;46191883;G1275226
GC7ED;Found it;quailman2;2008-06-07;46096515;G1256964
GC7ED;Found it;Cache $ 08;2008-06-01;46030580;G1673168
GC7ED;Found it;JESARM;2008-06-01;45874038;G1245247
GC7ED;Found it;cacamh;2008-06-01;45796930;G1665015
GC7ED;Found it;N3ZFC;2008-05-28;45972082;G1656000
GC7ED;Found it;k3ide;2008-05-28;45628592;G1653135
GC7ED;Found it;IronJohnFlint;2008-05-27;45552043;G1642001
GC7ED;Found it;www.promille.de;2008-05-25;45304823;G1581541
GC7ED;Found it;geoprog;2008-05-25;45284703;G1431591
GC7ED;Found it;CampThom;2008-05-24;45629071;G841074
GC7ED;Found it;Holland Howlers;2008-05-23;45364841;G648098
GC7ED;Found it;Lost N Looking;2008-05-22;45078850;G51444
GC7ED;Found it;Team MadMackz;2008-05-22;45046990;G1479850
GC7ED;Found it;hizarlow;2008-05-22;45005068;G313481
GC7ED;Didn't find it;ShirleyAnn;2008-05-22;44967209;G1397068
GC7ED;Found it;lemathews02;2008-05-19;44921399;G1130518
GC7ED;Found it;kyeducators;2008-05-18;44954726;G409791
GC7ED;Found it;Kumo407;2008-05-18;44861345;G615986
GC7ED;Found it;Nesnevitz;2008-05-18;44793387;G1403042
GC7ED;Found it;Salimonyous;2008-05-17;44665178;G1090660
GC7ED;Found it;Team T&C;2008-05-16;44666858;G721082
